player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Thanasis Antetokounmpo,antetth01,2021,RS,MIL,943,427,-2.494705885113043,1.392255177926065,-1.102450707186978,-2.98823102564131,1.511547039074825,-1.476683986566486,-2.79222548687593,1.468931985017311,-1.323293501858619,.3117155203584908,.3117155203584908,0,-2.024802080730149,.5393287660648408,-1.485473314665308,.2922582339694232
Carmelo Anthony,anthoca01,2021,RS,POR,2635,1268,-.4135282123603984,-1.556535313461395,-1.970063525821794,-4.433616602072292,-3.073510882403636,-7.507127484475928,-1.352713879500926,-1.906119353894446,-3.258833233395372,-.3258231598033459,-.3258231598033459,0,-.9594996791677918,-2.950737283825089,-3.910236962992881,-1.029880222925455
Cole Anthony,anthoco01,2021,RS,ORL,1499,718,-3.270490995612687,-1.614300171966749,-4.884791167579436,-2.462793110963041,-2.295348494275333,-4.758141605238373,-3.195395986399608,-1.836099241374505,-5.031495227774114,-.8301988033292488,-.8301988033292488,0,-3.945172004160034,-1.705309377678191,-5.650481381838224,-.6724154623567161
OG Anunoby,anunoog01,2021,RS,TOR,2343,1122,-.5553982437915461,2.252953500593751,1.697555256802205,-.0430840236774645,2.74092745919709,2.697843435519625,-.4933721257816766,2.504089452950653,2.010717327168976,2.729384684056723,2.729384684056723,0,-.4380390101612414,2.802494007448349,2.364454997287108,.1533134912517742
Ryan Arcidiacono,arcidry01,2021,RS,CHI,691,333,-.2841241556693948,1.203143181724597,.9190190260552022,-3.683564426259614,3.569878930238586,-.1136854960210276,-.9984348127241772,1.778374899747616,.7799400870234386,.5939391290401679,.5939391290401679,0,-1.129770315913331,1.381412460866031,.2516421449526995,-.9739220620523704
Trevor Ariza,arizatr01,2021,RS,MIA,564,274,-2.691180696066542,1.670555635081421,-1.020625060985121,.2401516878792981,-.7481326803360737,-.5079809924567756,-2.227395399387485,1.251012354248717,-.9763830451387683,.2467498125870477,.2467498125870477,0,-2.075247872904512,.5378812538961597,-1.537366619008352,-.4855907995509812
D.J. Augustin,augusdj01,2021,RS,MIL,1523,713,.1213468324243622,-1.638270487703525,-1.516923655279163,1.274095984843049,1.300143478858317,2.574239463701367,.3413160829625031,-1.174989541422077,-.8336734584595744,.6897714475546788,.6897714475546788,0,.3208932280209556,-1.925648157362984,-1.604754929342028,-1.062330461260041
D.J. Augustin,augusdj01,2021,RS,HOU,496,243,2.042927248198839,-2.952334891296934,-.9094076430980942,-.309697652587235,-6.381446576987321,-6.691144229574556,1.750343420529217,-3.830983914425905,-2.080640493896689,.0825522558753988,.0825522558753988,0,.4163954370382024,-5.745009256583854,-5.328613819545652,-.5279626775459468
Deni Avdija,avdijde01,2021,RS,WAS,2426,1101,-2.290520334007093,-.0659534017050066,-2.3564737357121,1.304685226894573,-.5968974071012826,.7077878197932909,-1.682449386808763,-.1450762508615239,-1.827525637670287,.5171402028642169,.5171402028642169,0,-1.61031031491334,.4877108761547564,-1.122599438758584,-.2029085869836673
Deandre Ayton,aytonde01,2021,RS,PHO,3209,1568,-1.848431410715403,2.266216024491856,.4177846137764525,5.002354131348602,-3.39669236737842,1.605661763970181,-.5782106821552694,1.188401574827652,.610190892672383,2.669276111226268,2.669276111226268,0,-.5575751282868615,1.076646553705073,.5190714254182112,-.7081078246878695
Udoka Azubuike,azubuud01,2021,RS,UTA,107,49,-6.498843644413925,-4.221508491137506,-10.72035213555143,-30.24019116439862,-12.89868814454587,-43.13887930894449,-11.9745499202838,-6.400969405334028,-18.37551932561782,-.3917342770465507,-.3917342770465507,0,-9.792541066690749,-5.655178296177296,-15.44771936286805,.2841275306940463
Dwayne Bacon,bacondw01,2021,RS,ORL,2755,1320,-2.679039930482717,-1.865437664692351,-4.544477595175068,-3.298859826180837,-.2662559853837324,-3.56511581156457,-2.885487875177613,-1.627959281168731,-4.513447156346345,-1.180054872775907,-1.180054872775907,0,-3.529706166892455,-1.820952090407834,-5.350658257300289,-.6429182133374972
Marvin Bagley III,baglema01,2021,RS,SAC,2013,951,-2.432847964656258,-.6331063803995203,-3.065954345055778,.3591213354889149,-4.132510248484783,-3.773388912995868,-2.049191614302423,-1.314141984948183,-3.363333599250606,-.2978689260996601,-.2978689260996601,0,-1.854595822504921,-1.5777793005241,-3.432375123029021,.0947628566818155
LaMelo Ball,ballla01,2021,RS,CHA,2526,1174,2.616634188173344,-.4128185546280792,2.203815633545265,.3196717159918693,-3.498992280738531,-3.179320564746661,2.337501213086376,-1.085960576563077,1.251540636523299,2.447464951103363,2.447464951103363,0,2.849715997884699,-.5410111385888753,2.308704859295823,2.133065890411212
Lonzo Ball,balllo01,2021,RS,NOP,2689,1300,1.91981402631849,.0973127307511277,2.017126757069617,3.888175244032479,-.5583914255207948,3.329783818511684,2.412210480876024,.0111855917969797,2.423396072673004,3.434618574099039,3.434618574099039,0,2.614776824802209,.8721367561142069,3.486913580916416,.0974401817374421
Mo Bamba,bambamo01,2021,RS,ORL,765,370,-1.198500002561544,.3727062193923471,-.8257937831691968,-.5294286239194472,-1.077044204546435,-1.606472828465882,-1.018745539166908,.1334344067974614,-.8853111323694464,.3523607955689647,.3523607955689647,0,-.5233033802710441,-.6672133489476904,-1.190516729218734,.1021047672322698
Desmond Bane,banede01,2021,RS,MEM,2202,1034,-.3564057183918458,-1.556361888530965,-1.912767606922811,.5160143045012142,.9780154729293792,1.494029777430594,-.1957063412685822,-1.131310216127581,-1.327016557396163,.7480018515975088,.7480018515975088,0,.3453219597504485,-1.400274380243495,-1.054952420493047,-.3615529306144617
